List of MISMATCHES between SequenceA and SequenceB: (1)Inside chains and (2)Between chains


(1). Mismatches inside chains

 L1EndA	L2StartA		L1EndB	L2StartB		Mismatch
4694971	4694972		3906286	3906287		    1
4695109	4695110		3906424	3906425		    1
4695276	4695277		3906591	3906592		    1
4695347	4695349		3906662	3906664		    2
4695516	4695518		3906831	3906833		    2
4695549	4695551		3906864	3906866		    2
4695605	4695606		3906920	3906921		    1
4695669	4695689		3906984	3907004		   20
4695717	4695718		3907032	3907033		    1
4695819	4695820		3907134	3907135		    1
4695894	4695896		3907209	3907211		    2
4695984	4695985		3907299	3907300		    1
4696023	4696057		3907338	3907372		   34
4696101	4696108		3907416	3907423		    7
4696151	4696152		3907466	3907467		    1
4696277	4696278		3907592	3907593		    1
4696322	4696323		3907637	3907638		    1
4696361	4696363		3907676	3907678		    2
4696388	4696389		3907703	3907704		    1
4696412	4696413		3907727	3907728		    1
4696466	4696471		3907781	3907786		    5
4696535	4696536		3907850	3907851		    1
4696613	4696635		3907928	3907950		   22
4696676	4696677		3907991	3907992		    1
4696913	4696936		3908228	3908251		   23
4696970	4696972		3908285	3908287		    2
4697156	4697175		3908471	3908490		   19
4697206	4697207		3908521	3908522		    1
4697260	4697262		3908575	3908577		    2
4697410	4697412		3908725	3908727		    2
4697503	4697510		3908818	3908825		    7
4697554	4697580		3908869	3908895		   26
4697614	4697615		3908929	3908930		    1
4697638	4697639		3908953	3908954		    1
4697698	4697699		3909013	3909014		    1
4697758	4697774		3909073	3909089		   16
4697802	4697804		3909117	3909119		    2
4697851	4697853		3909166	3909168		    2
4697881	4697897		3909196	3909212		   16
4697995	4698017		3909310	3909332		   22
4698061	4698062		3909376	3909377		    1
4705351	4705366		3909929	3909944		   15
4705413	4705414		3909991	3909992		    1
4705465	4705487		3910043	3910065		   22
4705549	4705584		3910127	3910162		   35
4705612	4705613		3910190	3910191		    1
4705636	4705654		3910214	3910232		   18
4705741	4705742		3910319	3910320		    1
4705810	4705811		3910388	3910389		    1
4705924	4705943		3910502	3910521		   19
4705999	4706000		3910577	3910578		    1
4706038	4706039		3910616	3910617		    1
4706110	4706111		3910688	3910689		    1
4706158	4706177		3910736	3910755		   19
4706302	4706304		3910880	3910882		    2
4706371	4706372		3910949	3910950		    1
4706520	4706521		3911098	3911099		    1
4706554	4706568		3911132	3911146		   14
4706596	4706597		3911174	3911175		    1
4706656	4706700		3911234	3911278		   44
4706778	4706786		3911356	3911364		    8
4706908	4706910		3911486	3911488		    2
4706944	4706945		3911522	3911523		    1
4706995	4706997		3911573	3911575		    2
4707258	4707264		3911836	3911842		    6
4707435	4707436		3912013	3912014		    1
4707543	4707544		3912121	3912122		    1
4707585	4707630		3912163	3912208		   45
4707681	4707718		3912259	3912296		   37
4707768	4707784		3912346	3912362		   16
4707846	4707874		3912424	3912452		   28
4707927	4707934		3912505	3912512		    7
4708068	4708069		3912646	3912647		    1
4708119	4708124		3912697	3912702		    5
4708389	4708390		3912967	3912968		    1
4708431	4708432		3913009	3913010		    1
4708470	4708471		3913048	3913049		    1
4708602	4708604		3913180	3913182		    2
4708825	4708826		3913403	3913404		    1
4709194	4709196		3913773	3913775		    2
4709954	4709955		3914533	3914534		    1
4710158	4710159		3914737	3914738		    1
4710215	4710216		3914794	3914795		    1
4710257	4710259		3914836	3914838		    2
4710590	4710591		3915169	3915170		    1
4710662	4710664		3915241	3915243		    2
4711908	4711909		3916487	3916488		    1
4712025	4712027		3916604	3916606		    2
4712301	4712333		3916880	3916912		   32
4712367	4712369		3916946	3916948		    2
4712394	4712396		3916973	3916975		    2
4712430	4712431		3917009	3917010		    1
4712478	4712480		3917057	3917059		    2
4712514	4712516		3917093	3917095		    2
4712781	4712782		3917360	3917361		    1
4713063	4713064		3917642	3917643		    1
4713087	4713088		3917666	3917667		    1
4713549	4713571		3918128	3918150		   22
4713609	4713619		3918188	3918198		   10
4713675	4713676		3918254	3918255		    1
4714721	4714722		3919300	3919301		    1
4715649	4715650		3920228	3920229		    1
4716070	4716071		3920649	3920650		    1
4716769	4716770		3921348	3921349		    1
4716886	4716899		3921465	3921478		   13
4717162	4717163		3921741	3921742		    1
4717270	4717293		3921849	3921872		   23
4717371	4717372		3921950	3921951		    1
4717759	4717761		3922338	3922340		    2
4717786	4717787		3922365	3922366		    1
4717837	4717865		3922416	3922444		   28
4717889	4717890		3922468	3922469		    1
4718161	4718174		3922740	3922753		   13
4718341	4718342		3922920	3922921		    1
4718365	4718367		3922944	3922946		    2
4718392	4718393		3922971	3922972		    1
4718431	4718435		3923010	3923014		    4
4718506	4718507		3923085	3923086		    1
4718569	4718570		3923148	3923149		    1
4718674	4718675		3923253	3923254		    1
4718803	4718813		3923382	3923392		   10
4719004	4719006		3923583	3923585		    2
4719217	4719218		3923796	3923797		    1
4719376	4719377		3923955	3923956		    1
4719471	4719472		3924050	3924051		    1
4719547	4719549		3924126	3924128		    2
4719577	4719579		3924156	3924158		    2
4719607	4719627		3924186	3924206		   20
4719652	4719653		3924231	3924232		    1
4719757	4719776		3924336	3924355		   19
4719886	4719887		3924465	3924466		    1
4720017	4720032		3924596	3924611		   15
4720095	4720096		3924674	3924675		    1
4720143	4720172		3924722	3924751		   29
4720626	4720627		3925205	3925206		    1
4720761	4720762		3925340	3925341		    1
4721016	4721017		3925595	3925596		    1
4721178	4721179		3925757	3925758		    1
4721319	4721321		3925898	3925900		    2
4721346	4721442		3925925	3926021		   96
4721499	4721501		3926078	3926080		    2
4721535	4721537		3926114	3926116		    2
4721774	4721775		3926353	3926354		    1
4721972	4722009		3926551	3926588		   37
4722071	4722126		3926650	3926705		   55
4722254	4722257		3926833	3926836		    3
4722380	4722396		3926959	3926975		   16
4722512	4722513		3927091	3927092		    1
4722623	4722625		3927202	3927204		    2
4722653	4722654		3927232	3927233		    1
4722704	4722706		3927283	3927285		    2
4722734	4722735		3927313	3927314		    1
4722788	4722790		3927367	3927369		    2
4722881	4722882		3927460	3927461		    1
4722923	4722924		3927502	3927503		    1
4722947	4722948		3927526	3927527		    1
4722971	4722972		3927550	3927551		    1
4723069	4723070		3927648	3927649		    1
4723130	4723131		3927709	3927710		    1
4723188	4723208		3927767	3927787		   20
4723270	4723276		3927849	3927855		    6
4723339	4723341		3927918	3927920		    2
4723416	4723423		3927995	3928002		    7
4723444	4723445		3928023	3928024		    1
4723588	4723596		3928167	3928175		    8
4723621	4723622		3928200	3928201		    1
4723765	4723766		3928344	3928345		    1
4723888	4723889		3928467	3928468		    1
4723926	4723947		3928505	3928526		   21
4724092	4724093		3928671	3928672		    1
4724157	4724178		3928736	3928757		   21
4724206	4724208		3928785	3928787		    2
4724622	4724623		3929201	3929202		    1
4724997	4724998		3929576	3929577		    1
4725234	4725235		3929813	3929814		    1
4725332	4725359		3929911	3929938		   27
4725424	4725426		3930003	3930005		    2
4725564	4725566		3930143	3930145		    2
4725594	4725595		3930173	3930174		    1
4725654	4725656		3930233	3930235		    2
4725684	4725685		3930263	3930264		    1
4725958	4725959		3930537	3930538		    1
4726050	4726052		3930629	3930631		    2
4726083	4726084		3930662	3930663		    1
4726191	4726193		3930770	3930772		    2
4726401	4726402		3930980	3930981		    1
4726758	4726759		3931337	3931338		    1
4726990	4726991		3931569	3931570		    1
4727438	4727439		3932017	3932018		    1
4727501	4727502		3932080	3932081		    1
4727675	4727676		3932254	3932255		    1
4727839	4727840		3932418	3932419		    1
4727867	4727871		3932446	3932450		    4
4728353	4728390		3932932	3932969		   37
4728951	4728952		3933530	3933531		    1
4728975	4728976		3933554	3933555		    1
4729038	4729039		3933617	3933618		    1
4729077	4729078		3933656	3933657		    1
4729425	4729426		3934004	3934005		    1
4729968	4729969		3934547	3934548		    1
4730007	4730009		3934586	3934588		    2
4730034	4730035		3934613	3934614		    1
4730118	4730131		3934697	3934710		   13
4730294	4730296		3934873	3934875		    2
4730529	4730530		3935108	3935109		    1
4730927	4730947		3935506	3935526		   20
4730981	4730982		3935560	3935561		    1
4731512	4731529		3936091	3936108		   17
4731563	4731564		3936142	3936143		    1
4732532	4732545		3937111	3937124		   13
4732649	4732650		3937228	3937229		    1
4732834	4732850		3937413	3937429		   16
4732894	4732895		3937473	3937474		    1
4732996	4733006		3937575	3937585		   10
4733065	4733066		3937644	3937645		    1
4733194	4733195		3937773	3937774		    1
4733598	4733599		3938177	3938178		    1
4733965	4733967		3938544	3938546		    2
4734155	4734156		3938734	3938735		    1
4734416	4734423		3938995	3939002		    7
4734545	4734547		3939124	3939126		    2
4734774	4734775		3939353	3939354		    1
4734929	4734930		3939508	3939509		    1
4734979	4734980		3939558	3939559		    1
4735013	4735015		3939592	3939594		    2
4735059	4736288		3939638	3940867		 1229
4736806	4737077		3941385	3941656		  271
4737282	4737289		3941861	3941868		    7
4737409	4740357		3941988	3944936		 2948
4740528	4740530		3945107	3945109		    2
4740568	4740569		3945147	3945148		    1
4740603	4740621		3945182	3945200		   18
4740855	4740890		3945434	3945469		   35
4740924	4740926		3945503	3945505		    2
4741080	4741082		3945659	3945661		    2
4741116	4741117		3945695	3945696		    1
4741596	4741598		3946175	3946177		    2
4741782	4741783		3946361	3946362		    1
4741906	4741908		3946485	3946487		    2
4741936	4741937		3946515	3946516		    1
4742062	4742110		3946641	3946689		   48
4742137	4742145		3946716	3946724		    8
4742176	4742203		3946755	3946782		   27
4742473	4742474		3947052	3947053		    1
4742538	4742594		3947117	3947173		   56
4742677	4742679		3947256	3947258		    2
4742713	4742717		3947292	3947296		    4
4742791	4742793		3947370	3947372		    2
4742821	4742833		3947400	3947412		   12
4742946	4742948		3947525	3947527		    2
4743049	4743050		3947628	3947629		    1
4743190	4743212		3947769	3947791		   22
4743325	4743328		3947904	3947907		    3
4743358	4743359		3947937	3947938		    1
4743579	4743595		3948158	3948174		   16
4743628	4743713		3948207	3948292		   85
4743976	4743977		3948555	3948556		    1
4744130	4744131		3948709	3948710		    1
4744175	4744177		3948754	3948756		    2
4744268	4744269		3948847	3948848		    1
4744316	4744318		3948895	3948897		    2
4744412	4744413		3948991	3948992		    1
4744437	4744439		3949016	3949018		    2
4744499	4744500		3949078	3949079		    1
4744613	4744615		3949192	3949194		    2
4744643	4744667		3949222	3949246		   24
4744688	4744689		3949267	3949268		    1
4744712	4744714		3949291	3949293		    2
4744748	4744812		3949327	3949391		   64
4744842	4744857		3949421	3949436		   15
4744934	4744950		3949513	3949529		   16
4734979	4734980		4164409	4164410		    1
4735013	4735015		4164443	4164445		    2
4735059	4735060		4164489	4164490		    1
4734979	4734980		4033281	4033282		    1
4735013	4735015		4033315	4033317		    2
4735059	4735060		4033361	4033362		    1
4736806	4736807		4207724	4207725		    1
4737075	4737077		4166591	4166593		    2
4737282	4737289		4166798	4166805		    7
4737409	4737410		4166925	4166926		    1
4737282	4737289		4035676	4035683		    7
4737409	4737410		4208327	4208328		    1
4738321	4738323		4036713	4036715		    2
4740063	4740064		4169578	4169579		    1
4740155	4740156		 228766	 228767		    1
4745025	4745026		3949602	3949603		    1
4745111	4745112		3949688	3949689		    1
4745135	4745163		3949712	3949740		   28
4745186	4745206		3949763	3949783		   20
4745240	4745268		3949817	3949845		   28
4745306	4745307		3949883	3949884		    1
4745408	4745410		3949985	3949987		    2
4745438	4745459		3950015	3950036		   21
4745482	4745502		3950059	3950079		   20
4745612	4745614		3950189	3950191		    2
4745686	4745688		3950263	3950265		    2
4746029	4746031		3950606	3950608		    2
4746176	4746177		3950753	3950754		    1
4746236	4746256		3950813	3950833		   20
4746284	4746297		3950861	3950874		   13
4746395	4746399		3950972	3950976		    4
4746422	4746424		3950999	3951001		    2
4746638	4746639		3951215	3951216		    1
4746666	4746687		3951243	3951264		   21
4746728	4746729		3951305	3951306		    1
4746770	4746772		3951347	3951349		    2
4746806	4746810		3951383	3951387		    4
4747287	4747288		3951864	3951865		    1
4747326	4747327		3951903	3951904		    1
4747386	4747387		3951963	3951964		    1
4747485	4747494		3952062	3952071		    9
4747557	4747559		3952134	3952136		    2
4747597	4747621		3952174	3952198		   24
4747659	4747661		3952236	3952238		    2
4747689	4747725		3952266	3952302		   36
4747848	4747879		3952425	3952456		   31
4747935	4747945		3952512	3952522		   10
4748061	4748086		3952638	3952663		   25
4748169	4748171		3952746	3952748		    2
4748205	4748239		3952782	3952816		   34
4748301	4748302		3952878	3952879		    1
4748370	4748377		3952947	3952954		    7
4748430	4748437		3953007	3953014		    7
4748475	4748494		3953052	3953071		   19
4748550	4748576		3953127	3953153		   26
4748640	4748648		3953217	3953225		    8
4748686	4748687		3953263	3953264		    1
4748804	4748868		3953381	3953445		   64
4748891	4748917		3953468	3953494		   26
4749005	4749007		3953582	3953584		    2
4749401	4749402		3953978	3953979		    1
4749479	4749576		3954056	3954153		   97
4749679	4749680		3954256	3954257		    1
4749758	4749759		3954335	3954336		    1
4749860	4749861		3954437	3954438		    1
4749920	4749921		3954497	3954498		    1
4749995	4749996		3954572	3954573		    1
4750023	4750059		3954600	3954636		   36
4750143	4750144		3954720	3954721		    1
4750358	4750359		3954935	3954936		    1
4750393	4750454		3954970	3955031		   61
4750479	4750513		3955056	3955090		   34
4750544	4750564		3955121	3955141		   20
4750614	4750621		3955191	3955198		    7
4750665	4750694		3955242	3955271		   29
4750722	4750724		3955299	3955301		    2
4750755	4750772		3955332	3955349		   17
4750797	4750870		3955374	3955447		   73
4750893	4750895		3955470	3955472		    2
4751033	4751035		3955610	3955612		    2
4751076	4751077		3955653	3955654		    1
4751304	4751309		3955881	3955886		    5
4751365	4751366		3955942	3955943		    1
4751440	4751463		3956017	3956040		   23
4751491	4751492		3956068	3956069		    1
4751533	4751537		3956110	3956114		    4
4751720	4751722		3956297	3956299		    2
4751760	4751762		3956337	3956339		    2
4751800	4751810		3956377	3956387		   10
4751851	4751865		3956428	3956442		   14
4751896	4751920		3956473	3956497		   24
4751983	4752041		3956560	3956618		   58
4752085	4752107		3956662	3956684		   22
4752145	4752156		3956722	3956733		   11
4752184	4752206		3956761	3956783		   22
4752265	4752282		3956842	3956859		   17
4752307	4752308		3956884	3956885		    1
4752352	4752359		3956929	3956936		    7
4752499	4752500		3957076	3957077		    1
4752523	4752594		3957100	3957171		   71
4752742	4752745		3957319	3957322		    3
4752766	4752796		3957343	3957373		   30
4752853	4752860		3957430	3957437		    7
4752941	4752942		3957559	3957560		    1
4752965	4752970		3957583	3957588		    5
4752995	4752996		3957613	3957614		    1
4753019	4753023		3957637	3957641		    4
4753124	4753125		3957742	3957743		    1
4753268	4753269		3957886	3957887		    1
4753297	4753299		3957915	3957917		    2
4753337	4753338		3957955	3957956		    1
4753405	4753406		3958023	3958024		    1
4753517	4753518		3958135	3958136		    1
4753564	4753566		3958182	3958184		    2
4753689	4753691		3958306	3958308		    2
4754299	4754300		3958916	3958917		    1
4754401	4754402		3959018	3959019		    1
4754512	4754564		3959129	3959181		   52
4754635	4754636		3959252	3959253		    1
4754680	4754687		3959297	3959304		    7
4754710	4754711		3959327	3959328		    1
4754755	4754756		3959372	3959373		    1
4755004	4755053		3959621	3959670		   49
4755133	4755152		3959750	3959769		   19
4755196	4755197		3959813	3959814		    1
4755475	4755476		3960092	3960093		    1
4755499	4755500		3960116	3960117		    1
4755637	4755638		3960254	3960255		    1
4755760	4755767		3960377	3960384		    7
4755829	4755831		3960446	3960448		    2
4757211	4757266		3961828	3961883		   55
4757325	4757326		3961942	3961943		    1
4757619	4757620		3962236	3962237		    1
4757964	4757979		3962581	3962596		   15
4758180	4758181		3962797	3962798		    1
4758204	4758205		3962821	3962822		    1
4758243	4758244		3962860	3962861		    1
4758552	4758553		3963169	3963170		    1
4758666	4758668		3963283	3963285		    2
4758702	4758727		3963319	3963344		   25
4758810	4758828		3963427	3963445		   18
4759443	4759444		3964060	3964061		    1
4760294	4760295		3964911	3964912		    1
4760483	4760485		3965100	3965102		    2
4760570	4760572		3965187	3965189		    2
4760723	4760725		3965340	3965342		    2
4760813	4760815		3965430	3965432		    2
4760909	4760910		3965526	3965527		    1
4761243	4761244		3965860	3965861		    1
4761454	4761476		3966071	3966093		   22
4761661	4761668		3966278	3966285		    7
4761916	4761917		3966533	3966534		    1
4762000	4762002		3966617	3966619		    2
4762027	4762028		3966644	3966645		    1
4762195	4762196		3966812	3966813		    1
4762289	4762290		3966906	3966907		    1
4762313	4762314		3966930	3966931		    1
4762809	4762811		3967426	3967428		    2
4763055	4763056		3967672	3967673		    1
4763172	4763173		3967789	3967790		    1
4763226	4763227		3967843	3967844		    1
4763587	4763588		3968204	3968205		    1
4763821	4763826		3968438	3968443		    5
4763894	4763897		3968511	3968514		    3
4763971	4763972		3968588	3968589		    1
4764022	4764024		3968639	3968641		    2
4764102	4764120		3968719	3968737		   18
4764184	4764188		3968801	3968805		    4
4764295	4764296		3968912	3968913		    1
4764346	4764347		3968963	3968964		    1
4764445	4764446		3969062	3969063		    1
4764578	4764579		3969195	3969196		    1
4764702	4764719		3969319	3969336		   17
4764750	4764751		3969367	3969368		    1
4764774	4764775		3969391	3969392		    1
4764816	4764833		3969433	3969450		   17
4764927	4764928		3969544	3969545		    1
4765092	4765093		3969709	3969710		    1
4765152	4765163		3969769	3969780		   11
4765908	4765909		3970525	3970526		    1
4765934	4765950		3970551	3970567		   16
4766126	4766128		3970743	3970745		    2
4766453	4766470		3971070	3971087		   17
4766501	4766502		3971118	3971119		    1
4766562	4766568		3971179	3971185		    6
4766612	4766614		3971229	3971231		    2
4766762	4766785		3971379	3971402		   23
4766825	4766826		3971442	3971443		    1
4766909	4766910		3971526	3971527		    1
4766937	4766938		3971554	3971555		    1
4767044	4767045		3971661	3971662		    1
4767392	4767398		3972009	3972015		    6
4767461	4767462		3972078	3972079		    1
4767506	4767507		3972123	3972124		    1
4767680	4767685		3972297	3972302		    5
4767773	4767774		3972390	3972391		    1
4767964	4767965		3972581	3972582		    1
4768032	4768033		3972649	3972650		    1
4768323	4768325		3972940	3972942		    2
4768350	4768351		3972967	3972968		    1
4768880	4768881		3973497	3973498		    1
4768927	4768941		3973544	3973558		   14
4768988	4769009		3973605	3973626		   21
4769146	4769148		3973763	3973765		    2
4769176	4769183		3973793	3973800		    7
4769236	4769238		3973853	3973855		    2
4769272	4769273		3973889	3973890		    1
4769356	4769357		3973973	3973974		    1
4769408	4769430		3974025	3974047		   22
4769451	4769452		3974068	3974069		    1
4769506	4769507		3974123	3974124		    1
4769544	4769546		3974161	3974163		    2
4769674	4769675		3974291	3974292		    1
4769948	4769949		3974565	3974566		    1
4770000	4770019		3974617	3974636		   19
4770093	4770094		3974710	3974711		    1
4770134	4770166		3974751	3974783		   32
4770194	4770195		3974811	3974812		    1
4770222	4770279		3974839	3974896		   57
4770351	4770353		3974968	3974970		    2
4770618	4770620		3975235	3975237		    2
4770695	4770696		3975312	3975313		    1
4770755	4770756		3975372	3975373		    1
4770831	4770874		3975448	3975491		   43
4771242	4771243		3975859	3975860		    1
4771270	4771272		3975887	3975889		    2
4771357	4771362		3975974	3975979		    5
4771413	4771440		3976030	3976057		   27
4771598	4771616		3976215	3976233		   18
4771663	4771676		3976280	3976293		   13
4771703	4771723		3976320	3976340		   20
4771843	4771850		3976460	3976467		    7
4771994	4771995		3976611	3976612		    1
4772091	4772092		3976708	3976709		    1
4772115	4772153		3976732	3976770		   38
4772178	4772179		3976795	3976796		    1
4772215	4772216		3976832	3976833		    1
4772262	4772263		3976879	3976880		    1
4772340	4772342		3976957	3976959		    2
4772736	4772737		3977353	3977354		    1
4772877	4772878		3977494	3977495		    1
4773069	4773079		3977686	3977696		   10
4773126	4773143		3977743	3977760		   17
4773383	4773384		3978000	3978001		    1
4773434	4773435		3978051	3978052		    1
4773512	4773523		3978129	3978140		   11
4773687	4773688		3978304	3978305		    1
4773839	4773841		3978456	3978458		    2
4773885	4773887		3978502	3978504		    2
4773908	4773909		3978525	3978526		    1
4774082	4774098		3978699	3978715		   16
4774221	4774222		3978838	3978839		    1
4774713	4774714		3979330	3979331		    1
4774905	4774906		3979522	3979523		    1
4775037	4775038		3979654	3979655		    1
4775256	4775257		3979873	3979874		    1
4775511	4775512		3980128	3980129		    1
4775741	4775743		3980358	3980360		    2
4776831	4776851		3981223	3981243		   20
4776913	4776987		3981305	3981379		   74
4777015	4777040		3981407	3981432		   25
4777105	4777109		3981497	3981501		    4
4777132	4777139		3981524	3981531		    7
4777213	4777237		3981605	3981629		   24
4777261	4777305		3981653	3981697		   44
4777333	4777335		3981725	3981727		    2
4777459	4777479		3981851	3981871		   20
4777504	4777506		3981896	3981898		    2
4777563	4777564		3981955	3981956		    1
4777588	4777589		3981980	3981981		    1
4777627	4777631		3982019	3982023		    4
4777795	4777797		3982187	3982189		    2
4777993	4777995		3982376	3982378		    2
4778023	4778024		3982406	3982407		    1
4778098	4778108		3982481	3982491		   10
4778146	4778151		3982529	3982534		    5
4778236	4778238		3982619	3982621		    2
4778323	4778324		3982706	3982707		    1
4778383	4778436		3982766	3982819		   53
4778467	4778468		3982850	3982851		    1
4778515	4778540		3982898	3982923		   25
4778593	4778594		3982976	3982977		    1
4778631	4778632		3983014	3983015		    1
4778662	4778663		3983045	3983046		    1
4778716	4778781		3983099	3983164		   65
4778815	4778816		3983198	3983199		    1
4778914	4778918		3983297	3983301		    4
4779085	4779086		3983468	3983469		    1
4779435	4779437		3983818	3983820		    2
4779475	4779476		3983858	3983859		    1
4779547	4779548		3983930	3983931		    1
4779620	4779621		3984003	3984004		    1
4779670	4779671		3984053	3984054		    1
4779746	4779747		3984129	3984130		    1
4779771	4779784		3984154	3984167		   13
4780281	4780292		3984664	3984675		   11
4780333	4780341		3984716	3984724		    8
4780375	4780376		3984758	3984759		    1
4781044	4781046		3985427	3985429		    2
4781071	4781072		3985454	3985455		    1
4781116	4781117		3985499	3985500		    1
4781179	4781180		3985562	3985563		    1
4781287	4781288		3985670	3985671		    1
4781452	4781455		3985835	3985838		    3
4781730	4781731		3986095	3986096		    1
4781828	4781829		3986193	3986194		    1
4782033	4782035		3986398	3986400		    2
4782423	4782424		3986788	3986789		    1
4782460	4782462		3986825	3986827		    2
4782569	4782571		3986934	3986936		    2
4782943	4782960		3987308	3987325		   17
4783077	4783078		3987442	3987443		    1
4783188	4783189		3987553	3987554		    1
4783238	4783239		3987603	3987604		    1
4783272	4783274		3987637	3987639		    2
4783372	4783373		3987737	3987738		    1
4783703	4783704		3988068	3988069		    1
4783795	4783796		3988160	3988161		    1
4783820	4783824		3988185	3988189		    4
4783877	4783881		3988242	3988246		    4
4784003	4784004		3988368	3988369		    1
4784141	4784142		3988506	3988507		    1
4784183	4784184		3988548	3988549		    1
4784255	4784257		3988620	3988622		    2
4784562	4784564		3988927	3988929		    2
4785069	4785070		3989434	3989435		    1
4785201	4785234		3989566	3989599		   33
4785261	4785263		3989626	3989628		    2
4785288	4785313		3989653	3989678		   25
4785360	4785361		3989725	3989726		    1
4785444	4785473		3989809	3989838		   29
4785507	4785601		3989872	3989966		   94
4785645	4785646		3990010	3990011		    1
4785702	4785712		3990067	3990077		   10
4785765	4785766		3990130	3990131		    1
4785885	4785886		3990250	3990251		    1
4786326	4786327		3990691	3990692		    1
4786405	4786406		3990770	3990771		    1
4786500	4786502		3990865	3990867		    2
4786527	4786528		3990892	3990893		    1
4786602	4786618		3990967	3990983		   16
4786869	4786870		3991234	3991235		    1
4786911	4786912		3991276	3991277		    1
4786935	4786936		3991300	3991301		    1
4787061	4787062		3991426	3991427		    1
4787100	4787113		3991465	3991478		   13
4787343	4787344		3991708	3991709		    1
4787454	4787455		3991819	3991820		    1
4787476	4787477		3991841	3991842		    1
4787500	4787520		3991865	3991885		   20
4787551	4787552		3991916	3991917		    1
4787602	4787603		3991967	3991968		    1
4787656	4787679		3992021	3992044		   23
4787799	4787806		3992164	3992171		    7
4787884	4787885		3992249	3992250		    1
4787959	4787961		3992324	3992326		    2
4788005	4788046		3992370	3992411		   41
4788123	4788125		3992488	3992490		    2
4788279	4788280		3992644	3992645		    1
4788516	4788521		3992881	3992886		    5
4788645	4788650		3993010	3993015		    5
4788681	4788697		3993046	3993062		   16
4788735	4788736		3993100	3993101		    1
4788795	4788797		3993160	3993162		    2
4788891	4788893		3993256	3993258		    2
4788924	4788946		3993289	3993311		   22
4789080	4789083		3993445	3993448		    3
4789146	4789147		3993511	3993512		    1
4789294	4789296		3993659	3993661		    2
4789337	4789338		3993702	3993703		    1
4789385	4789386		3993750	3993751		    1
4789503	4789504		3993868	3993869		    1
4789544	4789549		3993909	3993914		    5
4789580	4789581		3993945	3993946		    1
4789704	4789761		3994069	3994126		   57
4789823	4789846		3994188	3994211		   23
4789874	4789876		3994239	3994241		    2
4789999	4790036		3994364	3994401		   37
4790082	4790103		3994447	3994468		   21
4790149	4790174		3994514	3994539		   25
4790258	4790342		3994623	3994707		   84
4790380	4790450		3994745	3994815		   70
4790491	4790505		3994856	3994870		   14
4790656	4790658		3995021	3995023		    2
4790683	4790684		3995048	3995049		    1
4790936	4790937		3995301	3995302		    1
4790964	4790965		3995329	3995330		    1
4791072	4791113		3995437	3995478		   41
4791138	4791193		3995503	3995558		   55
4791255	4791265		3995620	3995630		   10
4791324	4791325		3995689	3995690		    1
4791348	4791355		3995713	3995720		    7
4791396	4791400		3995761	3995765		    4
4791450	4791451		3995815	3995816		    1
4791495	4791509		3995860	3995874		   14
4791701	4791702		3996066	3996067		    1
4791774	4791775		3996139	3996140		    1
4791815	4791816		3996180	3996181		    1
4791878	4791892		3996243	3996257		   14
4791983	4791987		3996348	3996352		    4
4792058	4792059		3996423	3996424		    1
4792181	4792192		3996546	3996557		   11
4792286	4792288		3996651	3996653		    2
4792442	4792444		3996807	3996809		    2
4792469	4792539		3996834	3996904		   70
4792637	4792639		3997002	3997004		    2
4792670	4792680		3997035	3997045		   10
4792967	4792969		3997332	3997334		    2
4792994	4793032		3997359	3997397		   38
4793120	4793121		3997485	3997486		    1
4793174	4793193		3997539	3997558		   19
4793255	4793272		3997620	3997637		   17
4793297	4793316		3997662	3997681		   19
4793357	4793358		3997722	3997723		    1
4793408	4793410		3997773	3997775		    2
4793444	4793445		3997809	3997810		    1
4793489	4793506		3997854	3997871		   17
4793540	4793545		3997905	3997910		    5
4793612	4793613		3997977	3997978		    1
4793663	4793665		3998028	3998030		    2
4793693	4793719		3998058	3998084		   26
4793744	4793746		3998109	3998111		    2
4794993	4794995		3998475	3998477		    2
4795020	4795062		3998502	3998544		   42
4795100	4795101		3998582	3998583		    1
4795359	4795360		3998841	3998842		    1
4795383	4795385		3998865	3998867		    2
4795473	4795474		3998955	3998956		    1
4795585	4795587		3999067	3999069		    2
4796171	4796172		3999653	3999654		    1
4796435	4796437		3999917	3999919		    2
4796528	4796529		4000010	4000011		    1
4796573	4796587		4000055	4000069		   14
4796738	4796795		4000220	4000277		   57
4796831	4796844		4000313	4000326		   13
4798542	4798555		4000313	4000326		   13
4799667	4799669		4001380	4001382		    2
4799776	4799779		4001489	4001492		    3
4799914	4799916		4001627	4001629		    2
4799944	4799994		4001657	4001707		   50
4800019	4800020		4001732	4001733		    1
4800376	4800377		4002089	4002090		    1
4800418	4800419		4002131	4002132		    1
4800646	4800690		4002359	4002403		   44
4800775	4800776		4002488	4002489		    1
4801049	4801050		4002762	4002763		    1
4801094	4801096		4002807	4002809		    2
4801117	4801131		4002830	4002844		   14
4801352	4801353		4003065	4003066		    1
4801376	4801377		4003089	4003090		    1
4801673	4801674		4003386	4003387		    1
4802291	4802320		4004004	4004033		   29
4802348	4802349		4004061	4004062		    1
4802831	4802832		4004544	4004545		    1
4802885	4802886		4004598	4004599		    1
4802909	4802910		4004622	4004623		    1
4802951	4802952		4004664	4004665		    1
4802993	4803012		4004706	4004725		   19
4803146	4803147		4004859	4004860		    1
4803170	4803198		4004883	4004911		   28
4803695	4803696		4005408	4005409		    1
